"","representative","rank","kingdom","phylum","class","order","family","genus","species","taxon"
"3497","9f28d7e1a2ea4358c5b584ef9e966c359d892aba","phylum",NA,"Bacillariophyta",NA,NA,NA,NA,NA,"Bacillariophyta"
"3498","94d803ee47e7e3c4463fd865e9edfcb1224e7760","genus",NA,"Oomycota",NA,"Peronosporales","Peronosporaceae","Phytophthora",NA,"Phytophthora"
"3499","6daffab1a7322a54ff0ba78e67460473ee8e343c","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota"
"3500","4997d9e6adbd6fddbfa3b898361ad80a2b0df6d9","order","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,"Helotiales"
"3501","99bd9290a50065c04554d0a1d95bd5dcf1477c3e","genus",NA,"Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter",NA,"Polynucleobacter"
"3502","580d0ffe6403743a2bca8c08e4824e9bbbc66eb0","order","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,"Hypocreales"
"3503","9730bd3dce14f7cb987e2c0aa58c619eef8e660d","genus",NA,"Discosea",NA,"Himatismenida","Cochliopodiidae","Cochliopodium",NA,"Cochliopodium"
"3504","08559e83c73ad483137726444ec1aeeb1c8f90ac","class","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,"Agaricomycetes"
"3505","62b4da00b0cd59fcbe6533c76b06d4d6ec95b6f7","family",NA,"Oomycota",NA,"Peronosporales","Peronosporaceae",NA,NA,"Peronosporaceae"
"3506","67dd344b9ee6261f7d206cc4bb8fdf036fc9766d","genus",NA,"Oomycota",NA,"Peronosporales","Peronosporaceae","Phytophthora",NA,"Phytophthora"
"3507","9bec83cd3ed8ddae13722bffb2b39efab810a6c9","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"3508","2673f8ad48546ffae091429e1c3bac6b52099bb6","genus",NA,"Proteobacteria","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Azospirillum",NA,"Azospirillum"
"3509","4b49638ce59a4c99218724b2982c5b409079d147","genus",NA,"Oomycota",NA,"Pythiales","Pythiaceae","Pythium",NA,"Pythium"
"3510","0ac7dd92930a3eef78dbb239f45b529312e23029","genus",NA,"Oomycota",NA,"Pythiales","Pythiaceae","Globisporangium",NA,"Globisporangium"
"3511","78b728201f88784b918ca6fb8b56198869f0f66a","family","Metazoa","Annelida","Clitellata","Enchytraeida","Enchytraeidae",NA,NA,"Enchytraeidae"
"3512","062ab8e13b36b84872d44b269fed396566a2e737","genus",NA,"Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter",NA,"Polynucleobacter"
"3513","ef3ec4e3077448f6e7a80df7222a11c3c8c4b2f3","species",NA,"Bacillariophyta","Mediophyceae","Lithodesmiales","Lithodesmiaceae","Lithodesmium","Lithodesmium intricatum","Lithodesmium intricatum"
"3514","65734b7ff3d878a6a8f278ab2ae141ed7fbf22c9","species",NA,"Discosea",NA,"Longamoebia","Acanthamoebidae","Acanthamoeba","Acanthamoeba comandoni","Acanthamoeba comandoni"
"3515","38f80e97ef85002e54a7450f9d62e763d04f205a","species",NA,"Discosea",NA,"Himatismenida",NA,"Parvamoeba","Parvamoeba rugata","Parvamoeba rugata"
"3516","d9026977ee7cd478951265c6117959d2d9b0987e","class",NA,"Proteobacteria","Betaproteobacteria",NA,NA,NA,NA,"Betaproteobacteria"
"3517","082c44c92b2393a6afc1385ae0efa673891cfad0","family","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Isotomidae",NA,NA,"Isotomidae"
"3518","cf1a3d293382e06ab7b8dad33cb3798fc6eb9513","species","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Zasmidium","Zasmidium cellare","Zasmidium cellare"
"3519","e31c87218b01350633f7260efeac20cb665bdbed","kingdom","Metazoa",NA,NA,NA,NA,NA,NA,"Metazoa"
"3520","f335bd1f2a9bdb4dd25e150993ae89f3e5bb2889","species","Fungi","Ascomycota","Leotiomycetes","Helotiales","Discinellaceae","Articulospora","Articulospora tetracladia","Articulospora tetracladia"
"3521","efcf347afffbaabc1d1a2bce1d8777ca6cbfc80f","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"3522","38049a22d155f83d49116c62cb51c9c761586309","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"3523","b5efe1e131a7c97aca5812c113e5610405e0cb6b","species",NA,NA,"Synurophyceae","Synurales","Mallomonadaceae","Synura","Synura sp.","Synura sp."
"3524","cbc02341268fd6631bbc8bb2675a5f294f591802","genus","Metazoa","Gastrotricha",NA,"Chaetonotida","Chaetonotidae","Chaetonotus",NA,"Chaetonotus"
"3525","10e366df2ee6ed41742def315500182263e46efb","kingdom","Metazoa",NA,NA,NA,NA,NA,NA,"Metazoa"
"3526","3b86082d47db14c0828d09cfc90e877e0262e158","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"3527","f4e5926b4701b2d51cb539c6b6160f8af7c996b6","order",NA,"Bacillariophyta","Bacillariophyceae","Naviculales",NA,NA,NA,"Naviculales"
"3528","e8fb18530693275e658174d21c23c213fa42cbc2","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"3529","1f721819fba968f69de307ac89f7b247d837e003","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes"
"3530","c61bb65f8c4da308d5a5daf2ce97d7b87b7a16bd","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota"
"3531","74526035dc01759a3d5b43dbd47e41acfc8056d9","family","Metazoa","Arthropoda","Insecta","Ephemeroptera","Leptophlebiidae",NA,NA,"Leptophlebiidae"
"3532","8945539331435fb70a85ff67faca41a9f221e4e0","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"3533","e34abb3859fcc59db7cd0132dc0343ed47a1bd4a","genus","Metazoa","Arthropoda","Insecta","Hymenoptera","Apidae","Euglossa",NA,"Euglossa"
"3534","78e901a66d093cf13ab530b6b400651fdf55934a","species","Metazoa","Cnidaria","Hydrozoa","Anthoathecata","Corynidae","Sarsia","Sarsia tubulosa","Sarsia tubulosa"
"3535","97047b448bec8376c94a61623f0753555fc97f6b","genus",NA,"Bacillariophyta","Bacillariophyceae","Eunotiales","Eunotiaceae","Eunotia",NA,"Eunotia"
"3536","1b4b224d8828304aaa33993a6f716d714e8373fc","genus",NA,"Discosea",NA,"Himatismenida","Cochliopodiidae","Cochliopodium",NA,"Cochliopodium"
"3537","88579c9ecda23fce178bf0192bbdca851916a6f9","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"3538","2b6ccfac731749bd8bac1702767798bf25208022","genus",NA,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia",NA,"Rickettsia"
"3539","15f7baa89b0513b0b23d5199e7f8b108ef1e8658","species","Metazoa","Nematoda","Chromadorea","Rhabditida","Strongyloididae","Strongyloides","Strongyloides fuelleborni","Strongyloides fuelleborni"
"3540","57a13a2acfc358741602c05f2a9099a3efe202a7","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"3541","cd2ff62253a07815f299293e2553001443774ae5","species","Metazoa","Arthropoda","Insecta","Coleoptera","Dytiscidae","Colymbetes","Colymbetes dolabratus","Colymbetes dolabratus"
"3542","fcd5544df25de43ccf49b28efe96eda487518a6d","order","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,"Hypocreales"
"3543","ac5d4f075c1d704bc3752912757c96548bc44915","genus",NA,"Discosea",NA,"Himatismenida","Cochliopodiidae","Cochliopodium",NA,"Cochliopodium"
"3544","b92cf6318789c885f529a2c06c46132e713a00b1","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota"
"3545","e3d0cabeb43cb6bd00c3d4f8ffa54bf366118e6a","genus",NA,"Discosea","Flabellinia","Dactylopodida","Vexilliferidae","Vexillifera",NA,"Vexillifera"
"3546","0fdfaba1448fbb1631069ea74792ae0719589647","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"3547","4d1cd913959db1bbc0e20ab0358c2bfc0c7521dd","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"3548","841008364731c5816a03d8a70e70724ebaae0821","genus","Fungi","Ascomycota","Leotiomycetes",NA,NA,"Leohumicola",NA,"Leohumicola"
"3549","8da4aa53b0014c0af34ce2cbab339aef5844d167","genus","Fungi","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Sporothrix",NA,"Sporothrix"
"3550","7a1bc8d16e1a25d1d5823ee1569fdafbbd854e0d","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"3551","2de44dfe2ecbbbee0de51894b9970a490562d5fd","species",NA,NA,"Chrysophyceae","Chromulinales","Paraphysomonadaceae","Paraphysomonas","Paraphysomonas sp.","Paraphysomonas sp."
"3552","98c8f81bd604a408b590cced054ffd7f73e3eda0","order",NA,"Bacillariophyta","Bacillariophyceae","Naviculales",NA,NA,NA,"Naviculales"
"3553","46fc376df42990da59949978bb5ea8d679896325","genus","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,"Tetracladium",NA,"Tetracladium"
"3554","5cf9b831db5633885bdf565906e79cbca54b1c74","species","Metazoa","Porifera","Demospongiae","Haplosclerida","Niphatidae","Pachychalina","Pachychalina tenera","Pachychalina tenera"
"3555","cba3896e5d00176442ff5c1009f28c64afe3775c","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes"
"3556","3c0a6d7e0c589402123ae5b20b7d92fa4cc20e37","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes"
"3557","a7a90b87c0c25f477769a058bd4821c5dff229e6","order","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA,"Agaricales"
"3558","642123185fdb99398752fcc7a54bf382111dddf5","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"3559","21e91595d4b4aaacd949e1115c7eec68e1df9d72","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"3560","df45d17b8c73124bdfef4bdee299722cdff2d459","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"3561","bd9cb2ec6611cec8d482f1c2a79f71157b0aca20","genus",NA,"Oomycota",NA,"Peronosporales","Peronosporaceae","Phytophthora",NA,"Phytophthora"
"3562","f8fd6f723f5879217f724c9eecdfa42432ffd3cf","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes"
"3563","f0090d1b891e06e00f715fcf44ad44e0c58650d8","genus","Metazoa","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Ephemerella",NA,"Ephemerella"
"3564","47fb66ab6486ad5ffda738702f4220b395f8cf3d","family","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae",NA,NA,"Cordycipitaceae"
"3565","4c6d86d3741329b9263f77dd5eaa9b063b44ea63","genus","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum",NA,"Colletotrichum"
"3566","e20d2096954975366df1b49918374a4c1386b6ea","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"3567","9eb260e9458f761b3ce3526ada38a4c0a1aed293","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes"
"3568","284ad7f4db7bc6f1a962d9e8ec40a91fd0043909","genus",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Pinnulariaceae","Pinnularia",NA,"Pinnularia"
"3569","07106d79500d1e8205596247fc8f1374e4d127d3","genus",NA,"Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter",NA,"Polynucleobacter"
"3570","38e10d3c60456322c0c1c8047d421257276779ff","family","Metazoa","Arthropoda","Insecta","Diptera","Pallopteridae",NA,NA,"Pallopteridae"
"3571","29a5c032ffaebe381972b89417adce6585f5616f","family",NA,"Oomycota",NA,"Pythiales","Pythiaceae",NA,NA,"Pythiaceae"
"3572","38b6fd604bb92d1a180b59a76926ad3d682ae927","order",NA,"Proteobacteria","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA,"Hyphomicrobiales"
"3573","70ce3a7efee20cea7438b95563090d0aac457dc1","genus","Fungi","Ascomycota","Leotiomycetes",NA,NA,"Leohumicola",NA,"Leohumicola"
"3574","fcdc7a0368d5142dfdf4f92ee0d8b3c049c4bc9c","species","Viridiplantae","Streptophyta","Mesostigmatophyceae","Mesostigmatales","Mesostigmataceae","Mesostigma","Mesostigma viride","Mesostigma viride"
"3575","46d798551510118ca20fa446fac619614cbee697","genus",NA,"Discosea",NA,"Himatismenida","Cochliopodiidae","Cochliopodium",NA,"Cochliopodium"
"3576","1dbb94962731a8a342535e44a11b035697deab4c","genus",NA,"Discosea","Flabellinia","Dactylopodida","Paramoebidae","Korotnevella",NA,"Korotnevella"
"3577","1ee55d4cc70bbd3fff43da0e24ae24a8055e7b2d","family","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Cymbaeremaeidae",NA,NA,"Cymbaeremaeidae"
"3578","99263a5bc943187ed84a7059b0fa83d176a6f26c","genus","Fungi","Ascomycota","Leotiomycetes",NA,NA,"Leohumicola",NA,"Leohumicola"
"3579","7e30251be0e8a8ddb3714b3e4d4221af4bd0adab","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"3580","a314a43cb9ef7595d4b5e2a1870cf847c3f76a89","genus","Fungi","Ascomycota","Leotiomycetes",NA,NA,"Leohumicola",NA,"Leohumicola"
"3581","792b860175b9c98cd29d7b2654bde00e3dd5a4cc","family",NA,"Oomycota",NA,"Saprolegniales","Saprolegniaceae",NA,NA,"Saprolegniaceae"
"3582","56c899e2599f87171ed3ef3c6d64d31aae1d9929","genus",NA,"Oomycota",NA,"Saprolegniales","Saprolegniaceae","Aphanomyces",NA,"Aphanomyces"
"3583","a3078723f039a42040a38ee319269b33e4bbf39d","family",NA,"Oomycota",NA,"Pythiales","Pythiaceae",NA,NA,"Pythiaceae"
"3584","8fbd0a030ec43867578eea93f6ae6f80f2b41eda","order","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,"Hypocreales"
"3585","b23d0d3eb49c6f016c193f10e7a7777d2f6c11d0","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes"
"3586","f5876e29715e184dd07001883800d56fa7168964","genus",NA,NA,"Chrysophyceae","Chromulinales","Chromulinaceae","Pedospumella",NA,"Pedospumella"
"3587","40d347847bf4ad48d34f12f1417e340004ae466e","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"3588","b2e0a6c75b41aa440d1d7bd23b9c68b802f93530","family",NA,"Oomycota",NA,"Pythiales","Pythiaceae",NA,NA,"Pythiaceae"
"3589","258cdba74d2e00a9dd6ad02a53d1ca361c7259e8","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes"
"3590","071a0c650b8574081d797cde4f6d15d3a021f022","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota"
"3591","7a1a4449f3efcb3fb68e7dcf436594ff1deeec95","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota"
"3592","d9d8a13a2152854d1a38e7fe567ce3390eb5c199","genus",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Pinnulariaceae","Pinnularia",NA,"Pinnularia"
"3593","dab19aa574c3236b5c7014a793fb45cbad9c9665","species",NA,"Discosea","Flabellinia",NA,"Vannellidae","Paravannella","Paravannella minima","Paravannella minima"
"3594","805f1425fa3218d82887074250f4a6ff3f38c9f4","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"3595","57c46603550f02b587948e75cd1eea9d72a089a4","species",NA,"Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia palea","Nitzschia palea"
"3596","4427f6dcab7cb2609c3440cc3cec4d6dc2fc39fa","species",NA,"Oomycota",NA,"Pythiales","Pythiaceae","Pythium","Pythium aphanidermatum","Pythium aphanidermatum"
"3597","4e95fc6674959168edaf2d3d3c34f5942d0da585","genus",NA,NA,"Chrysophyceae","Chromulinales","Chromulinaceae","Pedospumella",NA,"Pedospumella"
"3598","96d744679e74bee9ef85bac5fc6dbfe6913b3d49","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"3599","f24f27f264a2fdf79b07c4ce01dcd84141ea2be1","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"3600","c44c21aed090054b2638a9612816760700d2c811","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"3601","2e7a0fc15ff69a68526c6a72ef3d8fce2dd60afd","kingdom","Metazoa",NA,NA,NA,NA,NA,NA,"Metazoa"
"3602","0617cdaa3114dd303312895a82b77150e2c0915e","genus","Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Taphrinaceae","Taphrina",NA,"Taphrina"
"3603","07526f98ade6617d9f224afbc86bfb2a01a95238","genus",NA,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",NA,"Sphingobium"
"3604","4f8eb56c826aec424548fbe9131db33618ee67ea","species","Metazoa","Porifera","Demospongiae","Bubarida","Dictyonellidae","Scopalina","Scopalina ruetzleri","Scopalina ruetzleri"
"3605","4cbf74f513ea7129c3a31acdb62c1e4fdd793cfd","order","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,"Hypocreales"
"3606","d513bd07a621d7f3e7add47e59d86b3e2dfdab61","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes"
"3607","44cb599847a80c345bb95748e60d22b00e04dfda","species",NA,"Discosea","Flabellinia","Dactylopodida","Vexilliferidae","Vexillifera","Vexillifera sp. AKu-2020a","Vexillifera sp. AKu-2020a"
"3608","0aecd8f4354be3f95cd9ef98fce5d7ab7e9c4148","species","Metazoa","Arthropoda","Insecta","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","Paraleptophlebia debilis","Paraleptophlebia debilis"
"3609","3716a72378f8dccc8372ee1563258210ade09ff2","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"3610","993800dea24535160d68e86854c4032faa8f8ad6","class","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,"Agaricomycetes"
"3611","b5cafbb29d1908a33a806281e41537ef2382a886","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"3612","ed22c6d6ac2df867c5240d81abf35c21df375a1d","family",NA,"Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Comamonadaceae"
"3613","35871ec7de9cad4cf68aa1b1f54fd7422d2c1d3d","kingdom","Metazoa",NA,NA,NA,NA,NA,NA,"Metazoa"
"3614","97952b7014ae12a99fb99a074fcf739a2c7fc50f","species","Metazoa","Annelida","Clitellata","Crassiclitellata","Lumbricidae","Bimastos","Bimastos rubidus","Bimastos rubidus"
"3615","888f5993103d30bf7473a720ec5e4c9666e514f7","genus",NA,"Discosea",NA,"Himatismenida","Cochliopodiidae","Cochliopodium",NA,"Cochliopodium"
"3616","b85d94fbd1d73dbb4465cc42074ae47770c2d774","genus","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Isotomidae","Isotomurus",NA,"Isotomurus"
"3617","307c895ffe50ddc06bff6a6c5c1cec67ddacf453","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes"
"3618","89e75a7b0f0acd66d51404adb036c7f255676cc2","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"3619","db75df57444923ff2aaf8cad0b3885b50647f435","species","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces marneffei","Talaromyces marneffei"
"3620","bf653f26136e9de7b8cd30dfcc225a9879f2161d","order","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,"Hypocreales"
"3621","2ff527951ec1f889cca5b0fafa62989a9fddd38e","species",NA,"Discosea","Flabellinia",NA,"Vannellidae","Ripella","Ripella platypodia","Ripella platypodia"
"3622","24eba42d2d989396e87c81cfc9e37cc29c224300","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota"
"3623","5bbb22717838216aa544b3bfd5d5e284051a5e5f","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota"
"3624","19d046de47ded48b99faab11d21a0160ef7cc4bd","species","Metazoa","Mollusca","Gastropoda",NA,"Lymnaeidae","Kamtschaticana","Kamtschaticana kamtschatica","Kamtschaticana kamtschatica"
"3625","e6443e90ee894514e16aaadc18bcb23f621bca39","genus","Metazoa","Rotifera","Eurotatoria","Ploima","Lecanidae","Lecane",NA,"Lecane"
"3626","2c7b436fce6f7e5a71bafe9c638c0fe3624bf425","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"3627","70e34d7e2d78e5f45c44e3232fc57b109f7adcf1","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"3628","4edb534bdfd3e0799c6fedb88ee1f3465e091f1b","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes"
"3629","fe7f832a5fd7de4d2e573f4beb88cbf223dfd0d3","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"3630","1d134a872160acd551a767d3df1b640e545448e7","species",NA,"Oomycota",NA,"Saprolegniales","Saprolegniaceae","Saprolegnia","Saprolegnia terrestris","Saprolegnia terrestris"
"3631","0bf8d420c7b997e57bb88793f6c373939843df34","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes"
"3632","3c161d8864a06b9e38dabf5ec9f7d474dc7aa316","genus","Fungi","Chytridiomycota","Chytridiomycetes","Synchytriales","Synchytriaceae","Synchytrium",NA,"Synchytrium"
"3633","bf1616a5175654d6a17093d857f3e34930aa58da","family","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Liacaridae",NA,NA,"Liacaridae"
"3634","bd4879ecc08756a5ad93451d879494daed8b182f","genus",NA,"Bacillariophyta","Bacillariophyceae","Eunotiales","Eunotiaceae","Eunotia",NA,"Eunotia"
"3635","5feebb5a6234d1e46dfacbb05cec631a37a0de81","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"3636","8dc6b673b7746cedf90bcc4867fa985b97435286","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"3637","67e88f02cf2f8e215ed6ce0b937f9e44ea83a132","species","Viridiplantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadaceae","Chlamydomonas","Chlamydomonas sp. UWO 241","Chlamydomonas sp. UWO 241"
"3638","a4df82562e3ad54b0481bc87bde00043f493ecf6","class","Metazoa","Arthropoda","Insecta",NA,NA,NA,NA,"Insecta"
"3639","e7678c2a3b4fceaf5b2b97844693f6faca0eb908","class",NA,"Proteobacteria","Betaproteobacteria",NA,NA,NA,NA,"Betaproteobacteria"
"3640","7397ed15ffdf28a2e16b6a3e879c771708ea7d2c","order",NA,"Proteobacteria","Alphaproteobacteria","Sphingomonadales",NA,NA,NA,"Sphingomonadales"
"3641","7baaeafdacbadbbba297ee9ce67ea851d3fbccfa","genus",NA,"Discosea","Flabellinia","Dactylopodida","Paramoebidae","Korotnevella",NA,"Korotnevella"
"3642","9058a1d8fa628e559646325be637c20b5c343884","genus","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum",NA,"Colletotrichum"
"3643","a96e14dc02f31ed870d7ed0e50fd38ff12e4dd96","genus","Metazoa","Arthropoda","Insecta","Plecoptera","Perlodidae","Kogotus",NA,"Kogotus"
"3644","bd87894bd7536c86b1bd4373a8829860d020a38c","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes"
"3645","0c31cca66ea4a6eefe9829c90b7572c406586baf","genus","Fungi","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Sporothrix",NA,"Sporothrix"
"3646","6b6a989c645202860ec6713824ea3541d00ea5a8","class","Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA,"Eurotatoria"
"3647","2f5e18fd9db8eee6625c0f665819e2c8f1c12017","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes"
"3648","d2822f3817ce58033dbbc6f2baeaec21abf69da9","genus","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Thelephora",NA,"Thelephora"
"3649","ad08330c1863dac205f74d22d4235c7dba0dff02","genus","Fungi","Ascomycota","Leotiomycetes",NA,NA,"Leohumicola",NA,"Leohumicola"
"3650","30ca7cadf469e37e54d665068c5cc808f45786e7","genus","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma",NA,"Trichoderma"
"3651","c036d930e6918f59ec3a6b9218f4ff41100b9c2c","class","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,"Agaricomycetes"
"3652","88668c324b747dc84da45307bf2a45f184fec34c","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"3653","08669724c3ba95ed85fa8c8a984cdaadd56cbc7f","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"3654","f56501507afdf314661bdd4d8eff987630a659d6","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"3655","ef6fa54db56a8608854c875a8e084853cc2e2bbb","genus",NA,"Discosea",NA,"Himatismenida","Cochliopodiidae","Cochliopodium",NA,"Cochliopodium"
"3656","a146b93603fd2aa4eae8fbd9751d4b4e8221dece","genus","Fungi","Chytridiomycota","Chytridiomycetes","Synchytriales","Synchytriaceae","Synchytrium",NA,"Synchytrium"
"3657","a8ac75f0a7890fb33f6b37181beda34c803e8c46","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes"
"3658","b46882da25a66999cf8547638ec3c1d9880c974e","genus",NA,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",NA,"Lysobacter"
"3659","11213d19c0a6960d2ebfe75518694292b2d134d2","class",NA,NA,"Chrysophyceae",NA,NA,NA,NA,"Chrysophyceae"
"3660","df59adca43d4e63a28d7d15f8b2e839923d67a09","species","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Cordyceps","Cordyceps militaris","Cordyceps militaris"
"3661","b40c9127491474089922447583cb71d1c7d62b35","species",NA,"Oomycota",NA,"Peronosporales","Peronosporaceae","Phytophthora","Phytophthora frigida","Phytophthora frigida"
"3662","465a624b450f844bb951b780d49aebe5facc8f01","family","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae",NA,NA,"Sporidiobolaceae"
"3663","05393bad0ca10f8a5b485b669f24adfe5d438d36","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota"
"3664","69f2a0b6645ac4d06f7ad94fe02243e59023c3e6","kingdom","Metazoa",NA,NA,NA,NA,NA,NA,"Metazoa"
